county,ward,office,district,total votes,party,candidate,votes
Chippewa,Town Of Cooks Valley,Chippewa County Circuit Court,3,138,,Scattering,0
Chippewa,Town Of Delmar,Chippewa County Circuit Court,3,212,NP,Robert A. Ferg,45
Chippewa,Town Of Delmar,Chippewa County Circuit Court,3,212,NP,Julie Anderl,112
Chippewa,Town Of Delmar,Chippewa County Circuit Court,3,212,NP,Steven R. Cray,55
Chippewa,Town Of Delmar,Chippewa County Circuit Court,3,212,,Scattering,0
Chippewa,Town Of Eagle Point Wards 1 - 4,Chippewa County Circuit Court,3,851,NP,Robert A. Ferg,178
Chippewa,Town Of Eagle Point Wards 1 - 4,Chippewa County Circuit Court,3,851,NP,Julie Anderl,351
Chippewa,Town Of Eagle Point Wards 1 - 4,Chippewa County Circuit Court,3,851,NP,Steven R. Cray,321
Chippewa,Town Of Eagle Point Wards 1 - 4,Chippewa County Circuit Court,3,851,,Scattering,1
Chippewa,Town Of Edson,Chippewa County Circuit Court,3,191,NP,Robert A. Ferg,40
Chippewa,Town Of Edson,Chippewa County Circuit Court,3,191,NP,Julie Anderl,110
Chippewa,Town Of Edson,Chippewa County Circuit Court,3,191,NP,Steven R. Cray,41
Chippewa,Town Of Edson,Chippewa County Circuit Court,3,191,,Scattering,0
Chippewa,Town Of Estella,Chippewa County Circuit Court,3,117,NP,Robert A. Ferg,26
Chippewa,Town Of Estella,Chippewa County Circuit Court,3,117,NP,Julie Anderl,69
Chippewa,Town Of Estella,Chippewa County Circuit Court,3,117,NP,Steven R. Cray,22
Chippewa,Town Of Estella,Chippewa County Circuit Court,3,117,,Scattering,0
Chippewa,Town Of Goetz Wards 1 & 2,Chippewa County Circuit Court,3,177,NP,Robert A. Ferg,36
Chippewa,Town Of Goetz Wards 1 & 2,Chippewa County Circuit Court,3,177,NP,Julie Anderl,94
Chippewa,Town Of Goetz Wards 1 & 2,Chippewa County Circuit Court,3,177,NP,Steven R. Cray,47
Chippewa,Town Of Goetz Wards 1 & 2,Chippewa County Circuit Court,3,177,,Scattering,0
Chippewa,Town Of Hallie Wards 1 & 2,Chippewa County Circuit Court,3,65,NP,Robert A. Ferg,15
Chippewa,Town Of Hallie Wards 1 & 2,Chippewa County Circuit Court,3,65,NP,Julie Anderl,32
Chippewa,Town Of Hallie Wards 1 & 2,Chippewa County Circuit Court,3,65,NP,Steven R. Cray,18
Chippewa,Town Of Hallie Wards 1 & 2,Chippewa County Circuit Court,3,65,,Scattering,0
Chippewa,Town Of Howard,Chippewa County Circuit Court,3,152,NP,Robert A. Ferg,17
Chippewa,Town Of Howard,Chippewa County Circuit Court,3,152,NP,Julie Anderl,85
Chippewa,Town Of Howard,Chippewa County Circuit Court,3,152,NP,Steven R. Cray,50
Chippewa,Town Of Howard,Chippewa County Circuit Court,3,152,,Scattering,0
Chippewa,Town Of Lafayette Wards 1 - 7,Chippewa County Circuit Court,3,1525,NP,Robert A. Ferg,275
Chippewa,Town Of Lafayette Wards 1 - 7,Chippewa County Circuit Court,3,1525,NP,Julie Anderl,626
Chippewa,Town Of Lafayette Wards 1 - 7,Chippewa County Circuit Court,3,1525,NP,Steven R. Cray,624
Chippewa,Town Of Lafayette Wards 1 - 7,Chippewa County Circuit Court,3,1525,,Scattering,0
Chippewa,Town Of Lake Holcombe Wards 1 & 2,Chippewa County Circuit Court,3,263,NP,Robert A. Ferg,36
Chippewa,Town Of Lake Holcombe Wards 1 & 2,Chippewa County Circuit Court,3,263,NP,Julie Anderl,154
Chippewa,Town Of Lake Holcombe Wards 1 & 2,Chippewa County Circuit Court,3,263,NP,Steven R. Cray,73
Chippewa,Town Of Lake Holcombe Wards 1 & 2,Chippewa County Circuit Court,3,263,,Scattering,0
Chippewa,Town Of Ruby,Chippewa County Circuit Court,3,79,NP,Robert A. Ferg,23
Chippewa,Town Of Ruby,Chippewa County Circuit Court,3,79,NP,Julie Anderl,44
Chippewa,Town Of Ruby,Chippewa County Circuit Court,3,79,NP,Steven R. Cray,12
Chippewa,Town Of Ruby,Chippewa County Circuit Court,3,79,,Scattering,0
Chippewa,Town Of Sampson,Chippewa County Circuit Court,3,217,NP,Robert A. Ferg,39
Chippewa,Town Of Sampson,Chippewa County Circuit Court,3,217,NP,Julie Anderl,114
Chippewa,Town Of Sampson,Chippewa County Circuit Court,3,217,NP,Steven R. Cray,64
Chippewa,Town Of Sampson,Chippewa County Circuit Court,3,217,,Scattering,0
Chippewa,Town Of Sigel Wards 1 & 2,Chippewa County Circuit Court,3,208,NP,Robert A. Ferg,31
Chippewa,Town Of Sigel Wards 1 & 2,Chippewa County Circuit Court,3,208,NP,Julie Anderl,101
Chippewa,Town Of Sigel Wards 1 & 2,Chippewa County Circuit Court,3,208,NP,Steven R. Cray,74
Chippewa,Town Of Sigel Wards 1 & 2,Chippewa County Circuit Court,3,208,,Scattering,2
Chippewa,Town Of Tilden Wards 1 - 3,Chippewa County Circuit Court,3,377,NP,Robert A. Ferg,76
Chippewa,Town Of Tilden Wards 1 - 3,Chippewa County Circuit Court,3,377,NP,Julie Anderl,187
Chippewa,Town Of Tilden Wards 1 - 3,Chippewa County Circuit Court,3,377,NP,Steven R. Cray,114
Chippewa,Town Of Tilden Wards 1 - 3,Chippewa County Circuit Court,3,377,,Scattering,0
Chippewa,Town Of Wheaton Wards 1 - 3,Chippewa County Circuit Court,3,612,NP,Robert A. Ferg,121
Chippewa,Town Of Wheaton Wards 1 - 3,Chippewa County Circuit Court,3,612,NP,Julie Anderl,291
Chippewa,Town Of Wheaton Wards 1 - 3,Chippewa County Circuit Court,3,612,NP,Steven R. Cray,199
Chippewa,Town Of Wheaton Wards 1 - 3,Chippewa County Circuit Court,3,612,,Scattering,1
Chippewa,Town Of Woodmohr Wards 1 - 3,Chippewa County Circuit Court,3,233,NP,Robert A. Ferg,38
Chippewa,Town Of Woodmohr Wards 1 - 3,Chippewa County Circuit Court,3,233,NP,Julie Anderl,136
Chippewa,Town Of Woodmohr Wards 1 - 3,Chippewa County Circuit Court,3,233,NP,Steven R. Cray,59
Chippewa,Town Of Woodmohr Wards 1 - 3,Chippewa County Circuit Court,3,233,,Scattering,0
Chippewa,Village Of Boyd,Chippewa County Circuit Court,3,163,NP,Robert A. Ferg,30
Chippewa,Village Of Boyd,Chippewa County Circuit Court,3,163,NP,Julie Anderl,98
Chippewa,Village Of Boyd,Chippewa County Circuit Court,3,163,NP,Steven R. Cray,35
Chippewa,Village Of Boyd,Chippewa County Circuit Court,3,163,,Scattering,0
Chippewa,Village Of Cadott Wards 1 & 2,Chippewa County Circuit Court,3,281,NP,Robert A. Ferg,63
Chippewa,Village Of Cadott Wards 1 & 2,Chippewa County Circuit Court,3,281,NP,Julie Anderl,140
Chippewa,Village Of Cadott Wards 1 & 2,Chippewa County Circuit Court,3,281,NP,Steven R. Cray,77
Chippewa,Village Of Cadott Wards 1 & 2,Chippewa County Circuit Court,3,281,,Scattering,1
Chippewa,Village Of Lake Hallie Wards 1 - 5,Chippewa County Circuit Court,3,1259,NP,Robert A. Ferg,378
Chippewa,Village Of Lake Hallie Wards 1 - 5,Chippewa County Circuit Court,3,1259,NP,Julie Anderl,529
Chippewa,Village Of Lake Hallie Wards 1 - 5,Chippewa County Circuit Court,3,1259,NP,Steven R. Cray,349
Chippewa,Village Of Lake Hallie Wards 1 - 5,Chippewa County Circuit Court,3,1259,,Scattering,3
Chippewa,Village Of New Auburn Ward 1,Chippewa County Circuit Court,3,106,NP,Robert A. Ferg,42
Chippewa,Village Of New Auburn Ward 1,Chippewa County Circuit Court,3,106,NP,Julie Anderl,43
Chippewa,Village Of New Auburn Ward 1,Chippewa County Circuit Court,3,106,NP,Steven R. Cray,20
Chippewa,Village Of New Auburn Ward 1,Chippewa County Circuit Court,3,106,,Scattering,1
Chippewa,City Of Bloomer Wards 1 - 4,Chippewa County Circuit Court,3,752,NP,Robert A. Ferg,125
Chippewa,City Of Bloomer Wards 1 - 4,Chippewa County Circuit Court,3,752,NP,Julie Anderl,483
Chippewa,City Of Bloomer Wards 1 - 4,Chippewa County Circuit Court,3,752,NP,Steven R. Cray,142
Chippewa,City Of Bloomer Wards 1 - 4,Chippewa County Circuit Court,3,752,,Scattering,2
Chippewa,City Of Chippewa Falls Ward 1,Chippewa County Circuit Court,3,428,NP,Robert A. Ferg,99
Chippewa,City Of Chippewa Falls Ward 1,Chippewa County Circuit Court,3,428,NP,Julie Anderl,181
Chippewa,City Of Chippewa Falls Ward 1,Chippewa County Circuit Court,3,428,NP,Steven R. Cray,147
Chippewa,City Of Chippewa Falls Ward 1,Chippewa County Circuit Court,3,428,,Scattering,1
Chippewa,City Of Chippewa Falls Ward 2,Chippewa County Circuit Court,3,449,NP,Robert A. Ferg,103
Chippewa,City Of Chippewa Falls Ward 2,Chippewa County Circuit Court,3,449,NP,Julie Anderl,183
Chippewa,City Of Chippewa Falls Ward 2,Chippewa County Circuit Court,3,449,NP,Steven R. Cray,162
Chippewa,City Of Chippewa Falls Ward 2,Chippewa County Circuit Court,3,449,,Scattering,1
Chippewa,City Of Chippewa Falls Ward 3,Chippewa County Circuit Court,3,556,NP,Robert A. Ferg,129
Chippewa,City Of Chippewa Falls Ward 3,Chippewa County Circuit Court,3,556,NP,Julie Anderl,214
Chippewa,City Of Chippewa Falls Ward 3,Chippewa County Circuit Court,3,556,NP,Steven R. Cray,212
Chippewa,City Of Chippewa Falls Ward 3,Chippewa County Circuit Court,3,556,,Scattering,1
Chippewa,City Of Chippewa Falls Ward 4,Chippewa County Circuit Court,3,443,NP,Robert A. Ferg,93
Chippewa,City Of Chippewa Falls Ward 4,Chippewa County Circuit Court,3,443,NP,Julie Anderl,168
Chippewa,City Of Chippewa Falls Ward 4,Chippewa County Circuit Court,3,443,NP,Steven R. Cray,182
Chippewa,City Of Chippewa Falls Ward 4,Chippewa County Circuit Court,3,443,,Scattering,0
Chippewa,City Of Chippewa Falls Ward 5,Chippewa County Circuit Court,3,309,NP,Robert A. Ferg,51
Chippewa,City Of Chippewa Falls Ward 5,Chippewa County Circuit Court,3,309,NP,Julie Anderl,155
Chippewa,City Of Chippewa Falls Ward 5,Chippewa County Circuit Court,3,309,NP,Steven R. Cray,103
Chippewa,City Of Chippewa Falls Ward 5,Chippewa County Circuit Court,3,309,,Scattering,0
Chippewa,City Of Chippewa Falls Ward 6,Chippewa County Circuit Court,3,451,NP,Robert A. Ferg,132
Chippewa,City Of Chippewa Falls Ward 6,Chippewa County Circuit Court,3,451,NP,Julie Anderl,185
Chippewa,City Of Chippewa Falls Ward 6,Chippewa County Circuit Court,3,451,NP,Steven R. Cray,131
Chippewa,City Of Chippewa Falls Ward 6,Chippewa County Circuit Court,3,451,,Scattering,3
Chippewa,City Of Chippewa Falls Ward 7,Chippewa County Circuit Court,3,441,NP,Robert A. Ferg,94
Chippewa,City Of Chippewa Falls Ward 7,Chippewa County Circuit Court,3,441,NP,Julie Anderl,200
Chippewa,City Of Chippewa Falls Ward 7,Chippewa County Circuit Court,3,441,NP,Steven R. Cray,146
Chippewa,City Of Chippewa Falls Ward 7,Chippewa County Circuit Court,3,441,,Scattering,1
Chippewa,City Of Cornell Wards 1 - 4,Chippewa County Circuit Court,3,325,NP,Robert A. Ferg,49
Chippewa,City Of Cornell Wards 1 - 4,Chippewa County Circuit Court,3,325,NP,Julie Anderl,198
Chippewa,City Of Cornell Wards 1 - 4,Chippewa County Circuit Court,3,325,NP,Steven R. Cray,78
Chippewa,City Of Cornell Wards 1 - 4,Chippewa County Circuit Court,3,325,,Scattering,0
Chippewa,City Of Eau Claire Wards 16 & 40,Chippewa County Circuit Court,3,335,NP,Robert A. Ferg,60
Chippewa,City Of Eau Claire Wards 16 & 40,Chippewa County Circuit Court,3,335,NP,Julie Anderl,178
Chippewa,City Of Eau Claire Wards 16 & 40,Chippewa County Circuit Court,3,335,NP,Steven R. Cray,95
Chippewa,City Of Eau Claire Wards 16 & 40,Chippewa County Circuit Court,3,335,,Scattering,2
Chippewa,City Of Stanley Wards 1 - 4,Chippewa County Circuit Court,3,439,NP,Robert A. Ferg,106
Chippewa,City Of Stanley Wards 1 - 4,Chippewa County Circuit Court,3,439,NP,Julie Anderl,244
Chippewa,City Of Stanley Wards 1 - 4,Chippewa County Circuit Court,3,439,NP,Steven R. Cray,87
Chippewa,City Of Stanley Wards 1 - 4,Chippewa County Circuit Court,3,439,,Scattering,2
Florence,Town Of Aurora Wards 1 - 3,Florence-Forest County Circuit Court,,254,NP,Douglas J. Drexler,109
Florence,Town Of Aurora Wards 1 - 3,Florence-Forest County Circuit Court,,254,NP,Leon D. Stenz,39
Florence,Town Of Aurora Wards 1 - 3,Florence-Forest County Circuit Court,,254,NP,"Robert A. Kennedy, Jr.",106
Florence,Town Of Aurora Wards 1 - 3,Florence-Forest County Circuit Court,,254,,Scattering,0
Florence,Town Of Commonwealth Wards 1 - 3,Florence-Forest County Circuit Court,,132,NP,Douglas J. Drexler,65
Florence,Town Of Commonwealth Wards 1 - 3,Florence-Forest County Circuit Court,,132,NP,Leon D. Stenz,20
Florence,Town Of Commonwealth Wards 1 - 3,Florence-Forest County Circuit Court,,132,NP,"Robert A. Kennedy, Jr.",47
Florence,Town Of Commonwealth Wards 1 - 3,Florence-Forest County Circuit Court,,132,,Scattering,0
Florence,Town Of Fence,Florence-Forest County Circuit Court,,77,NP,Douglas J. Drexler,22
Florence,Town Of Fence,Florence-Forest County Circuit Court,,77,NP,Leon D. Stenz,31
Florence,Town Of Fence,Florence-Forest County Circuit Court,,77,NP,"Robert A. Kennedy, Jr.",24
Florence,Town Of Fence,Florence-Forest County Circuit Court,,77,,Scattering,0
Florence,Town Of Fern,Florence-Forest County Circuit Court,,79,NP,Douglas J. Drexler,40
Florence,Town Of Fern,Florence-Forest County Circuit Court,,79,NP,Leon D. Stenz,12
Florence,Town Of Fern,Florence-Forest County Circuit Court,,79,NP,"Robert A. Kennedy, Jr.",27
Florence,Town Of Fern,Florence-Forest County Circuit Court,,79,,Scattering,0
Florence,Town Of Florence Wards 1 - 7,Florence-Forest County Circuit Court,,633,NP,Douglas J. Drexler,295
Florence,Town Of Florence Wards 1 - 7,Florence-Forest County Circuit Court,,633,NP,Leon D. Stenz,108
Florence,Town Of Florence Wards 1 - 7,Florence-Forest County Circuit Court,,633,NP,"Robert A. Kennedy, Jr.",229
Florence,Town Of Florence Wards 1 - 7,Florence-Forest County Circuit Court,,633,,Scattering,1
Florence,Town Of Homestead,Florence-Forest County Circuit Court,,100,NP,Douglas J. Drexler,40
Florence,Town Of Homestead,Florence-Forest County Circuit Court,,100,NP,Leon D. Stenz,15
Florence,Town Of Homestead,Florence-Forest County Circuit Court,,100,NP,"Robert A. Kennedy, Jr.",45
Florence,Town Of Homestead,Florence-Forest County Circuit Court,,100,,Scattering,0
Florence,Town Of Long Lake,Florence-Forest County Circuit Court,,78,NP,Douglas J. Drexler,28
Florence,Town Of Long Lake,Florence-Forest County Circuit Court,,78,NP,Leon D. Stenz,9
Florence,Town Of Long Lake,Florence-Forest County Circuit Court,,78,NP,"Robert A. Kennedy, Jr.",41
Florence,Town Of Long Lake,Florence-Forest County Circuit Court,,78,,Scattering,0
Florence,Town Of Tipler,Florence-Forest County Circuit Court,,53,NP,Douglas J. Drexler,20
Florence,Town Of Tipler,Florence-Forest County Circuit Court,,53,NP,Leon D. Stenz,13
Florence,Town Of Tipler,Florence-Forest County Circuit Court,,53,NP,"Robert A. Kennedy, Jr.",20
Florence,Town Of Tipler,Florence-Forest County Circuit Court,,53,,Scattering,0
Forest,Town Of Alvin Wards 1 & 2,Florence-Forest County Circuit Court,,54,NP,Douglas J. Drexler,11
Forest,Town Of Alvin Wards 1 & 2,Florence-Forest County Circuit Court,,54,NP,Leon D. Stenz,18
Forest,Town Of Alvin Wards 1 & 2,Florence-Forest County Circuit Court,,54,NP,"Robert A. Kennedy, Jr.",25
Forest,Town Of Alvin Wards 1 & 2,Florence-Forest County Circuit Court,,54,,Scattering,0
Forest,Town Of Argonne Wards 1 & 2,Florence-Forest County Circuit Court,,174,NP,Douglas J. Drexler,40
Forest,Town Of Argonne Wards 1 & 2,Florence-Forest County Circuit Court,,174,NP,Leon D. Stenz,63
Forest,Town Of Argonne Wards 1 & 2,Florence-Forest County Circuit Court,,174,NP,"Robert A. Kennedy, Jr.",71
Forest,Town Of Argonne Wards 1 & 2,Florence-Forest County Circuit Court,,174,,Scattering,0
Forest,Town Of Armstrong Creek,Florence-Forest County Circuit Court,,157,NP,Douglas J. Drexler,28
Forest,Town Of Armstrong Creek,Florence-Forest County Circuit Court,,157,NP,Leon D. Stenz,55
Forest,Town Of Armstrong Creek,Florence-Forest County Circuit Court,,157,NP,"Robert A. Kennedy, Jr.",74
Forest,Town Of Armstrong Creek,Florence-Forest County Circuit Court,,157,,Scattering,0
Forest,Town Of Blackwell,Florence-Forest County Circuit Court,,37,NP,Douglas J. Drexler,6
Forest,Town Of Blackwell,Florence-Forest County Circuit Court,,37,NP,Leon D. Stenz,12
Forest,Town Of Blackwell,Florence-Forest County Circuit Court,,37,NP,"Robert A. Kennedy, Jr.",19
Forest,Town Of Blackwell,Florence-Forest County Circuit Court,,37,,Scattering,0
Forest,Town Of Caswell,Florence-Forest County Circuit Court,,34,NP,Douglas J. Drexler,6
Forest,Town Of Caswell,Florence-Forest County Circuit Court,,34,NP,Leon D. Stenz,21
Forest,Town Of Caswell,Florence-Forest County Circuit Court,,34,NP,"Robert A. Kennedy, Jr.",7
Forest,Town Of Caswell,Florence-Forest County Circuit Court,,34,,Scattering,0
Forest,Town Of Crandon Wards 1 & 2,Florence-Forest County Circuit Court,,211,NP,Douglas J. Drexler,23
Forest,Town Of Crandon Wards 1 & 2,Florence-Forest County Circuit Court,,211,NP,Leon D. Stenz,82
Forest,Town Of Crandon Wards 1 & 2,Florence-Forest County Circuit Court,,211,NP,"Robert A. Kennedy, Jr.",106
Forest,Town Of Crandon Wards 1 & 2,Florence-Forest County Circuit Court,,211,,Scattering,0
Forest,Town Of Freedom,Florence-Forest County Circuit Court,,134,NP,Douglas J. Drexler,21
Forest,Town Of Freedom,Florence-Forest County Circuit Court,,134,NP,Leon D. Stenz,58
Forest,Town Of Freedom,Florence-Forest County Circuit Court,,134,NP,"Robert A. Kennedy, Jr.",55
Forest,Town Of Freedom,Florence-Forest County Circuit Court,,134,,Scattering,0
Forest,Town Of Hiles,Florence-Forest County Circuit Court,,153,NP,Douglas J. Drexler,25
Forest,Town Of Hiles,Florence-Forest County Circuit Court,,153,NP,Leon D. Stenz,46
Forest,Town Of Hiles,Florence-Forest County Circuit Court,,153,NP,"Robert A. Kennedy, Jr.",82
Forest,Town Of Hiles,Florence-Forest County Circuit Court,,153,,Scattering,0
Forest,Town Of Laona Wards 1 - 3,Florence-Forest County Circuit Court,,427,NP,Douglas J. Drexler,45
Forest,Town Of Laona Wards 1 - 3,Florence-Forest County Circuit Court,,427,NP,Leon D. Stenz,273
Forest,Town Of Laona Wards 1 - 3,Florence-Forest County Circuit Court,,427,NP,"Robert A. Kennedy, Jr.",109
Forest,Town Of Laona Wards 1 - 3,Florence-Forest County Circuit Court,,427,,Scattering,0
Forest,Town Of Lincoln Wards 1 - 3,Florence-Forest County Circuit Court,,294,NP,Douglas J. Drexler,27
Forest,Town Of Lincoln Wards 1 - 3,Florence-Forest County Circuit Court,,294,NP,Leon D. Stenz,114
Forest,Town Of Lincoln Wards 1 - 3,Florence-Forest County Circuit Court,,294,NP,"Robert A. Kennedy, Jr.",153
Forest,Town Of Lincoln Wards 1 - 3,Florence-Forest County Circuit Court,,294,,Scattering,0
Forest,Town Of Nashville Ward 1,Florence-Forest County Circuit Court,,80,NP,Douglas J. Drexler,6
Forest,Town Of Nashville Ward 1,Florence-Forest County Circuit Court,,80,NP,Leon D. Stenz,30
Forest,Town Of Nashville Ward 1,Florence-Forest County Circuit Court,,80,NP,"Robert A. Kennedy, Jr.",44
Forest,Town Of Nashville Ward 1,Florence-Forest County Circuit Court,,80,,Scattering,0
Forest,Town Of Nashville Ward 2,Florence-Forest County Circuit Court,,146,NP,Douglas J. Drexler,10
Forest,Town Of Nashville Ward 2,Florence-Forest County Circuit Court,,146,NP,Leon D. Stenz,49
Forest,Town Of Nashville Ward 2,Florence-Forest County Circuit Court,,146,NP,"Robert A. Kennedy, Jr.",87
Forest,Town Of Nashville Ward 2,Florence-Forest County Circuit Court,,146,,Scattering,0
Forest,Town Of Nashville Ward 3,Florence-Forest County Circuit Court,,120,NP,Douglas J. Drexler,12
Forest,Town Of Nashville Ward 3,Florence-Forest County Circuit Court,,120,NP,Leon D. Stenz,15
Forest,Town Of Nashville Ward 3,Florence-Forest County Circuit Court,,120,NP,"Robert A. Kennedy, Jr.",93
Forest,Town Of Nashville Ward 3,Florence-Forest County Circuit Court,,120,,Scattering,0
Forest,Town Of Nashville Ward 4,Florence-Forest County Circuit Court,,5,NP,Douglas J. Drexler,0
Forest,Town Of Nashville Ward 4,Florence-Forest County Circuit Court,,5,NP,Leon D. Stenz,2
Forest,Town Of Nashville Ward 4,Florence-Forest County Circuit Court,,5,NP,"Robert A. Kennedy, Jr.",3
Forest,Town Of Nashville Ward 4,Florence-Forest County Circuit Court,,5,,Scattering,0
Forest,Town Of Popple River,Florence-Forest County Circuit Court,,18,NP,Douglas J. Drexler,3
Forest,Town Of Popple River,Florence-Forest County Circuit Court,,18,NP,Leon D. Stenz,11
Forest,Town Of Popple River,Florence-Forest County Circuit Court,,18,NP,"Robert A. Kennedy, Jr.",4
Forest,Town Of Popple River,Florence-Forest County Circuit Court,,18,,Scattering,0
Forest,Town Of Ross,Florence-Forest County Circuit Court,,53,NP,Douglas J. Drexler,8
Forest,Town Of Ross,Florence-Forest County Circuit Court,,53,NP,Leon D. Stenz,27
Forest,Town Of Ross,Florence-Forest County Circuit Court,,53,NP,"Robert A. Kennedy, Jr.",18
Forest,Town Of Ross,Florence-Forest County Circuit Court,,53,,Scattering,0
Forest,Town Of Wabeno Wards 1 - 5,Florence-Forest County Circuit Court,,298,NP,Douglas J. Drexler,41
Forest,Town Of Wabeno Wards 1 - 5,Florence-Forest County Circuit Court,,298,NP,Leon D. Stenz,119
Forest,Town Of Wabeno Wards 1 - 5,Florence-Forest County Circuit Court,,298,NP,"Robert A. Kennedy, Jr.",136
Forest,Town Of Wabeno Wards 1 - 5,Florence-Forest County Circuit Court,,298,,Scattering,2
Forest,City Of Crandon Wards 1 - 4,Florence-Forest County Circuit Court,,542,NP,Douglas J. Drexler,72
Forest,City Of Crandon Wards 1 - 4,Florence-Forest County Circuit Court,,542,NP,Leon D. Stenz,236
Forest,City Of Crandon Wards 1 - 4,Florence-Forest County Circuit Court,,542,NP,"Robert A. Kennedy, Jr.",234
Forest,City Of Crandon Wards 1 - 4,Florence-Forest County Circuit Court,,542,,Scattering,0
Outagamie,Town Of Black Creek Wards 1 & 2,Outagamie County Circuit Court,2,263,NP,Nancy J. Krueger,162
Outagamie,Town Of Black Creek Wards 1 & 2,Outagamie County Circuit Court,2,263,NP,Maureen Roberts Budiac,19
Outagamie,Town Of Black Creek Wards 1 & 2,Outagamie County Circuit Court,2,263,NP,Dan Hoff,82
Outagamie,Town Of Black Creek Wards 1 & 2,Outagamie County Circuit Court,2,263,,Scattering,0
Outagamie,Town Of Bovina Wards 1 & 2,Outagamie County Circuit Court,2,244,NP,Nancy J. Krueger,156
Outagamie,Town Of Bovina Wards 1 & 2,Outagamie County Circuit Court,2,244,NP,Maureen Roberts Budiac,25
Outagamie,Town Of Bovina Wards 1 & 2,Outagamie County Circuit Court,2,244,NP,Dan Hoff,63
Outagamie,Town Of Bovina Wards 1 & 2,Outagamie County Circuit Court,2,244,,Scattering,0
Outagamie,Town Of Buchanan Wards 6 - 9,Outagamie County Circuit Court,2,1038,NP,Nancy J. Krueger,526
Outagamie,Town Of Buchanan Wards 6 - 9,Outagamie County Circuit Court,2,1038,NP,Maureen Roberts Budiac,248
Outagamie,Town Of Buchanan Wards 6 - 9,Outagamie County Circuit Court,2,1038,NP,Dan Hoff,259
Outagamie,Town Of Buchanan Wards 6 - 9,Outagamie County Circuit Court,2,1038,,Scattering,5
Outagamie,Town Of Buchanan Wards 1 - 5 & 10,Outagamie County Circuit Court,2,525,NP,Nancy J. Krueger,239
Outagamie,Town Of Buchanan Wards 1 - 5 & 10,Outagamie County Circuit Court,2,525,NP,Maureen Roberts Budiac,153
Outagamie,Town Of Buchanan Wards 1 - 5 & 10,Outagamie County Circuit Court,2,525,NP,Dan Hoff,133
Outagamie,Town Of Buchanan Wards 1 - 5 & 10,Outagamie County Circuit Court,2,525,,Scattering,0
Outagamie,Town Of Center Wards 1 - 5,Outagamie County Circuit Court,2,718,NP,Nancy J. Krueger,415
Outagamie,Town Of Center Wards 1 - 5,Outagamie County Circuit Court,2,718,NP,Maureen Roberts Budiac,72
